"cuce","entidad","tipo_contratacion","modalidad","objeto","estado","subasta","fecha_presentacion","fecha_publicacion","archivos","formularios","ficha_proceso","persona_contacto","garantia","costo_pliego","arpc","reunion_aclaracion","fecha_adjudicacion_desierta","departamento","normativa"
"20-1119-00-1057485-1-1","Gobierno Autonomo Municipal De Camargo","Bienes","ANPE","Adquisicion De Equipamiento Medico Y Mueble Para Prevencion, Atencion Y Contencion Del Covid-19 Hospital San Juan De Dios Municipo De Camargo.","Desierto","No","31/08/2020","25/08/2020","1.Especificaciones Tecnicas 2.Convocatoria 3.Documento Base de Contratacion 4.Acta de Apertura 5.Res. de Desierta (nota) 6.Informe de la Comision/Responsable de Evaluacion","1.FORM 100 2.FORM 170","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1119-00-1057485-1-1","Lucio Colque Rodriguez (Telf: 46292017 - 46292018)","","","-","27/08/2020 11:00","03/09/20","Chuquisaca","NB-SABS (D.S.0181)"
"20-0015-19-1057493-1-1","Secretaria De Coordinacion Del Conaltid","Bienes","ANPE","Adquisición De Equipamiento Data Center Para La Implementación Del Sistema Integrado De Monitoreo Y Evaluación De Indicadores De Narcotráfico (Backup Y Sistema Sii).","Anulado desde la convocatoria","No","31/08/2020","25/08/2020","1.Documento Base de Contratacion 2.Convocatoria 3.Resolucion/Documento de Anulacion","1.FORM 100 2.FORM 100-E","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0015-19-1057493-1-1","Evelin Esperanza Aviles Maldonado (Telf: )","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-0417-09-1057490-1-1","Caja Nacional De Salud - Regional La Paz","Bienes","ANPE","12 Items. Utiles De Escritorio Y Oficina","Contratado","No","31/08/2020","25/08/2020","1.Documento Base de Contratacion 2.Convocatoria 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva","1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0417-09-1057490-1-1","Jose Luis Peralta Rocha (Telf: 2-901777)","","","-","","01/09/20","La Paz","NB-SABS (D.S.0181)"
"20-1236-00-1057488-1-1","Gobierno Autonomo Municipal De Ayata","Obras","ANPE","Construccion Techado Y Pozo Septico Unidad Educativa Huancanipampa","Desierto","No","31/08/2020","25/08/2020","1.Documento Base de Contratacion 2.Convocatoria 3.Planos 4.Especificaciones Tecnicas 5.Planos 6.Planos 7.Res. de Desierta (nota) 8.Informe de la Comision/Responsable de Evaluacion","1.FORM 100 2.FORM 170","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1236-00-1057488-1-1","Emilio Rafael Paco Alonzo (Telf: 71512139-22135057)","","","-","","02/09/20","La Paz","NB-SABS (D.S.0181)"
"20-1435-00-1055972-2-1","Gobierno Autonomo Municipal De Soracachi","Bienes","ANPE","Apoyo A La Produccion Agropecuaria (Gam Soracachi) (Adquisición Producto Semilla De Alfalfa)","Contratado","No","31/08/2020","25/08/2020","1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva","1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1435-00-1055972-2-1","Juan Carlos Antonio Llanque (Telf: 72400358)","","","-","","02/09/20","Oruro","NB-SABS (D.S.0181)"
"20-1514-00-1057197-1-1","Gobierno Autonomo Municipal De Ocuri","Bienes","ANPE","Adquisición De Llantas Para Maquinaria Pesada","Anulado desde la convocatoria","No","31/08/2020","25/08/2020","1.Especificaciones Tecnicas 2.Convocatoria 3.Documento Base de Contratacion 4.Resolucion/Documento de Anulacion","1.FORM 100 2.FORM 100-E","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1514-00-1057197-1-1","Hilarion Baltazar Condori (Telf: 74259994)","","","-","","","Potosi","NB-SABS (D.S.0181)"
"20-0417-05-1037400-2-1","Caja Nacional De Salud (Regional Oruro)","Bienes","ANPE","Puresteril 340","Desierto","No","31/08/2020","25/08/2020","1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Desierta (nota) 4.Informe de la Comision/Responsable de Evaluacion","1.FORM 100 2.FORM 170","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0417-05-1037400-2-1","Roxana Quispe Cortez (Telf: 5251480)","","","-","","08/09/20","Oruro","NB-SABS (D.S.0181)"
"20-1513-00-1057457-1-1","Gobierno Autonomo Municipal De Pocoata","Obras","ANPE","Matenimiento De Cancha De Futbol Comunidad Siquira","Desierto","No","31/08/2020","25/08/2020","1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Desierta (nota) 4.Informe de la Comision/Responsable de Evaluacion","1.FORM 100 2.FORM 170","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1513-00-1057457-1-1","Noemi Lopez Cala (Telf: 026132016)","","","-","","02/09/20","Potosi","NB-SABS (D.S.0181)"
"20-1501-00-1036230-1-2","Gobierno Autonomo Municipal De Potosi","Obras","ANPE","Const. Aceras Calles Basconcelos Y Prolongación  Boquerón D-5","Desierto","No","31/08/2020","25/08/2020","1.Documento Base de Contratacion 2.Convocatoria 3.Especificaciones Tecnicas 4.Planos 5.Planos 6.Planos 7.Acta de Apertura 8.Acta de Apertura 9.Ver mas...","1.FORM 100 2.FORM 170","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1501-00-1036230-1-2","Erick Roger Peredo Cabrero (Telf: 6223140)","","","-","","14/09/20","Potosi","NB-SABS (D.S.0181)"
"20-0417-05-1057456-1-1","Caja Nacional De Salud (Regional Oruro)","Bienes","ANPE","Analizador Automatico De Quimica Sanguinea (Laboratorio His Santa Maria Huanuni)","Desierto","No","31/08/2020","25/08/2020","1.Convocatoria 2.Documento Base de Contratacion 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Desierta (nota)","1.FORM 100 2.FORM 170","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0417-05-1057456-1-1","Roxana Quispe Cortez (Telf: 5251480)","","","-","","08/09/20","Oruro","NB-SABS (D.S.0181)"
