"cuce","entidad","tipo_contratacion","modalidad","objeto","estado","subasta","fecha_presentacion","fecha_publicacion","archivos","formularios","ficha_proceso","persona_contacto","garantia","costo_pliego","arpc","reunion_aclaracion","fecha_adjudicacion_desierta","departamento","normativa"
"21-1208-00-1177263-1-1","Gobierno Autonomo Municipal De Tiahuanacu","Bienes","CM","Mejoramiento Forrajes - Humamarca (Adquisición De Semillas)","Contratado","No","30/11/2021","25/11/2021","1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1208-00-1177263-1-1","Willy Freddy Gomez Huanca (Telf: 2895102)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-0212-00-1147764-1-1","Instituto Nacional De Reforma Agraria Inra","Servicios Generales","CM","Servicio De Separacion De Ambientes En Las Oficinas Del 2do Y 4to Piso Del Inra Nacional","Contratado","No","30/11/2021","25/11/2021","1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0212-00-1147764-1-1","Henry Luis Cruz Garnica (Telf: 2408757 - 2407694)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-0035-00-1180336-1-1","Ministerio De Economia Y Finanzas Publicas ","Servicios Generales","CM","G21-Dgaa-Servicio De Mantenimiento Preventivo Y Correctivo De Vehiculos Operativos Del Ministerio De Economía Y Finanzas Publicas ? Gestión 2021","Contratado","No","30/11/2021","25/11/2021","1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0035-00-1180336-1-1","Jenny  Lovera (Telf: 2203434)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-0030-00-1180335-1-1","Ministerio De Justicia Y Transparencia Institucional","Servicios Generales","CM","Contratación Del Servicio De Impresión De Folders Institucionales Para La Dirección General Del Registro Público De La Abogacía","Contratado","No","30/11/2021","25/11/2021","1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0030-00-1180335-1-1","Benjamin Polio Colque Conde (Telf: 2313838 - 2158900)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-0047-18-1163517-2-1","Institucion Publica Desconcentrada Soberania Alimentaria","Servicios Generales","CM","Flete De Transporte Para La Entrega De Plantines Unidad Operativa La Paz  Zona 5 Del Proyecto Implementación Del Programa  De Inversión Caficultura A Nivel Nacional","Contratado","No","30/11/2021","25/11/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0047-18-1163517-2-1","Yoni Mamani Tonconi (Telf: 2914704 - 2914631 - 32 - 33)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-0078-00-1179566-1-1","Ministerio De Hidrocarburos Y Energias","Servicios Generales","CM","Servicio De Mantenimiento Y Reparación De Vehículos, Maquinaria Y Equipo ? Proyecto: Perforación Exploratoria Pozo Yarara -X2 (Yra-X2) Yarara- X3 (Yra-X3) Tendido De Líneas De Producción Y Puesta En Producción De Pozos Del Campo Yarara - Ypfb Corporacion","Contratado","No","30/11/2021","25/11/2021","1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0078-00-1179566-1-1","Enrique Thompson Camacho (Telf: 2374050)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-0292-00-1180204-1-1","Vias Bolivia","Bienes","CM","Adquisicion De Ropa De Trabajo Para La Oficina Regional La Paz Bolivia","Contratado","No","29/11/2021","25/11/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Contrato/Orden de Compra/Orden de Servicio 5.Acta o informe de recepcion definitiva 6.Acta o informe de recepcion definitiva 7.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0292-00-1180204-1-1","Miguel Angel Caceres Quisbert (Telf: 2118200)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-0047-18-1164136-2-1","Institucion Publica Desconcentrada Soberania Alimentaria","Servicios Generales","CM","Servicio De Mantenimiento De 7 Motocicletas De La Unidad Operativa Cochabamba Santa Cruz Del Proyecto Implementación Del Programa De Inversión Caficultura A Nivel Nacional","Contratado","No","30/11/2021","25/11/2021","1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0047-18-1164136-2-1","Yoni Mamani Tonconi (Telf: 2914704 - 2914631 - 32 - 33)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-0030-00-1180314-1-1","Ministerio De Justicia Y Transparencia Institucional","Bienes","CM","Adquisicion De Insumos De Bioseguridad Para Prevenir El Contagio En El Mjti En La Cuarta Ola Del Covid-19","Contratado","No","30/11/2021","25/11/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0030-00-1180314-1-1","Monica Paredes Calle (Telf: 2313838 - 2158900)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-1201-00-1178706-1-1","Gobierno Autonomo Municipal De La Paz","Bienes","CM","Adquisicion De Pruebas Antigeno Nasal Para Pacientes Del Hospital Municipal Cotahuma (Covid-19) Gestion 2021","Contratado","No","29/11/2021","25/11/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1201-00-1178706-1-1","Melissa Soledad Flores Bustamante (Telf: 2650000)","","","-","","","La Paz","NB-SABS (D.S.0181)"
