"cuce","entidad","tipo_contratacion","modalidad","objeto","estado","subasta","fecha_presentacion","fecha_publicacion","archivos","formularios","ficha_proceso","persona_contacto","garantia","costo_pliego","arpc","reunion_aclaracion","fecha_adjudicacion_desierta","departamento","normativa"
"20-0902-42-1077239-1-1","Instituto Nacional Del Torax","Bienes","CM","Adquisición De Mamelucos Descartables","Contratado","No","30/10/2020","28/10/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0902-42-1077239-1-1","Henry Lavadenz Requena (Telf: 2226462)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-0902-42-1077123-1-1","Instituto Nacional Del Torax","Bienes","CM","Adquisición De Sis D/Drenaje Mediastino Nro. 30 Y 32","Contratado","No","30/10/2020","28/10/2020","1.Aceptación de publicación de oferta 2.Oferta del Proveedor Preseleccionado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0902-42-1077123-1-1","Henry Lavadenz Requena (Telf: 2226462)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-0417-06-1077227-1-1","Caja Nacional De Salud (Regional Chuquisaca)","Bienes","CM","Adquisicion De 2 Equipos Stat Fax Solicitado Por El Servicio De Laboratorio Del Centro Centinela Covid-19 De La Caja Nacional De Salud Regional Chuquisaca","Contratado","No","30/10/2020","28/10/2020","1.Aceptación de publicación de oferta 2.Oferta del Proveedor Preseleccionado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0417-06-1077227-1-1","Marvelia Canaviri Martinez (Telf: 6461501)","","","-","","","Chuquisaca","NB-SABS (D.S.0181)"
"20-0417-06-1077206-1-1","Caja Nacional De Salud (Regional Chuquisaca)","Bienes","CM","Adquisicion De 1 Equipo Lector De Elisa Solicitado Por El Servicio De Laboratorio Del Centro Centinela Covid-19 De La Caja Nacional De Salud Regional Chuquisaca","Contratado","No","30/10/2020","28/10/2020","1.Aceptación de publicación de oferta 2.Oferta del Proveedor Preseleccionado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0417-06-1077206-1-1","Marvelia Canaviri Martinez (Telf: 6461501)","","","-","","","Chuquisaca","NB-SABS (D.S.0181)"
"20-1327-00-1077204-1-1","Gobierno Autonomo Municipal De Capinota","Bienes","EM","Adquisicion De Alimentos Para La Canasta Solidaria Escolar","Contratado","No","30/10/2020","28/10/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1327-00-1077204-1-1","Heraclio Colque  Sanca  (Telf: 4389007-14)","","","-","","","Cochabamba","NB-SABS (D.S.0181)"
"20-1327-00-1077170-1-1","Gobierno Autonomo Municipal De Capinota","Bienes","CM","Adquisicion De Repuestos Para Camioneta Toyota Hilux","Contratado","No","30/10/2020","28/10/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1327-00-1077170-1-1","Heraclio Colque  Sanca  (Telf: 4389007-14)","","","-","","","Cochabamba","NB-SABS (D.S.0181)"
"20-0417-01-1077191-1-1","Caja Nacional De Salud (Regional Tarija)","Bienes","CM","Adquisicion De Jabon Liquido Antibaterial De 400 Ml Con Atomizador, Supervision Hospital Obrero N° 7","Cancelado","No","30/10/2020","28/10/2020","1.Aceptación de publicación de oferta 2.Oferta del Proveedor Preseleccionado 3.Resolucion de Cancelación","1.FORM 110 2.FORM 220","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0417-01-1077191-1-1","Juan Pablo Farfan Flores (Telf: 6642940)","","","-","","","Tarija","NB-SABS (D.S.0181)"
"20-1701-00-1077165-1-1","Gobierno Autonomo Municipal De Santa Cruz De La Sierra","Bienes","CM","Adquisicion De Licencias De Funcionamiento Para El Programa Censo De Empadronamiento Y Reempadronamiento Masivo Y Obligatorio De Actividades Economicas","Contratado","No","30/10/2020","28/10/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1701-00-1077165-1-1","Richard Segovia Choque (Telf: Ver Convocatoria y/o DBC. )","","","-","","","Santa Cruz","NB-SABS (D.S.0181)"
"20-0086-00-1077167-1-1","Ministerio De Medio Ambiente Y Agua ","Servicios Generales","CM","Impresión Del Libro: Protocolo Para Atención De Animales Afectados Por Incendios Forestales; Impresión Del Libro: Reptiles Y Mamíferos Acuáticos Y Semiacuaticos De Las Áreas Protegidas Nacionales De Bolivia","Contratado","No","30/10/2020","28/10/2020","1.Aceptación de publicación de oferta 2.Oferta del Proveedor Preseleccionado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0086-00-1077167-1-1","Juan Hebert Flores Jaimes (Telf: 2115571)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-0902-00-1076992-1-1","Gobierno Autónomo Departamental De La Paz","Bienes","EM","Adquisicion De Arroz, Fideo, Azucar Y Aceite Comestible Para Familias Con Riesgo Social En El Departamento De La Paz","Contratado","No","30/10/2020","28/10/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Contrato/Orden de Compra/Orden de Servicio 4.Doc. resolucion Contrato / Doc. deja sin efecto Orden de Compra/Servicio 5.Otros Documentos/Resoluciones","1.FORM 110 2.FORM 220 3.FORM 600","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0902-00-1076992-1-1","Gladys Isabel Cuevas Calle (Telf: 2202567)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-1801-00-1076314-1-1","Gobierno Autonomo Municipal De Santisima Trinidad","Bienes","EM","Adquisición De Repuestos Y Accesorios Para El Tractor Agrícola Yto Landx 1254 Dependiente De La Secretaria Municipal De Desarrollo Económico","Contratado","No","30/10/2020","28/10/2020","1.Aceptación de publicación de oferta 2.Oferta del Proveedor Preseleccionado 3.Contrato/Orden de Compra/Orden de Servicio 4.Informe de Justificación 5.Resolucion/Documento de Declaratoria Desierta 6.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1801-00-1076314-1-1","Franklin Morant Vasquez (Telf: 4621477","4621322)","","-","","","Beni","NB-SABS (D.S.0181)"
"20-0070-00-1077141-1-1","Ministerio De Trabajo, Empleo Y Previsión Social ","Servicios Generales","CM","Readecuacion De Oficinas Para La Dirección General De Asuntos Sindicales En El Edificio Central Del Mteps","Contratado","No","30/10/2020","28/10/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0070-00-1077141-1-1","Edem Remberto Quispe Coca (Telf: 2408393 INT 217)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-0070-00-1077132-1-1","Ministerio De Trabajo, Empleo Y Previsión Social ","Servicios Generales","CM","Readecuacion De Oficinas Para La Direccion General De Empleo En Edificio Central Del Mteps","Contratado","No","30/10/2020","28/10/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0070-00-1077132-1-1","Rogelio Rodriguez Carhuani (Telf: 2408393 INT 217)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-1252-00-1077118-1-1","Gobierno Autonomo Municipal De Sapahaqui","Bienes","CM","Mejoramiento Sistema De Microriego Comunidad Jaruma (Adquisicion De Materiales)","No Informado","No","30/10/2020","28/10/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Autorizacion de Excepcion 4.Autorizacion de Excepcion 5.Autorizacion de Excepcion","1.FORM 110 2.FORM 900","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1252-00-1077118-1-1","Freddy Israel Tola Mamani (Telf: 67199359)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-0086-00-1076458-1-1","Ministerio De Medio Ambiente Y Agua ","Servicios Generales","CM","Impresión Del Libro: Plan De Recuperación De Zonas Afectadas Por Incendios En El Departamento De Santa Cruz;  Impresión Del Libro: Programa De Acción Inmediata Para La Tención De Quemas E Incendios Forestales A Nivel Nacional","Contratado","No","30/10/2020","28/10/2020","1.Aceptación de publicación de oferta 2.Oferta del Proveedor Preseleccionado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0086-00-1076458-1-1","Juan Hebert Flores Jaimes (Telf: 2115571)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-1250-00-1077128-1-1","Gobierno Autonomo Municipal De Pelechuco","Bienes","CM","25 % Prov. De Alimentos Para La Poblacion Y Programas De Seguridad Alimentaria (Adquisicion De Semilla)","Contratado","No","30/10/2020","28/10/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Contrato/Orden de Compra/Orden de Servicio 4.Informe de Justificación 5.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1250-00-1077128-1-1","German Quenata Layme (Telf: 71901376)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-1236-00-1077106-1-1","Gobierno Autonomo Municipal De Ayata","Servicios Generales","CM","Mantenimiento Y Reparación General De La Ambulancia Del Centro De Salud Ambulatorio Mollo","Contratado","No","30/10/2020","28/10/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Informe de Justificación 4.Contrato/Orden de Compra/Orden de Servicio 5.Acta o informe de recepcion definitiva 6.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1236-00-1077106-1-1","Emilio Rafael Paco Alonzo (Telf: 71512139-22135057)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-1201-00-1076864-1-1","Gobierno Autonomo Municipal De La Paz","Servicios Generales","CM","Servicio De Laboratorio Para El Monitoreo De Suelo Y Agua Para El Relleno Sanitario Alpacoma Gestion 2020","Contratado","No","30/10/2020","28/10/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1201-00-1076864-1-1","Rocio Consuelo Paredes Vargas (Telf: 2203034)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-0035-01-1077133-1-1","Servicio De Impuestos Nacionales","Servicios Generales","CM","Contratación Del Servicio De Alquiler De Valla Nº4 - La Paz Y Elaboración De La Gigantografía","Contratado","No","30/10/2020","28/10/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0035-01-1077133-1-1","Laura Rosario Gomez Miranda (Telf: 2606060 - 2606700)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-1607-00-1074449-1-1","Gobierno Autonomo Municipal De Uriondo (Concepcion)","Bienes","CD","Prevencion, Control Y Atencion Del Coronavirus -Adquisicion De Equipos De Proteccion Personal (Epp )Para La Red De Salud Del Municipio De Uriondo","No Informado","No","30/10/2020","28/10/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta","1.FORM 110","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1607-00-1074449-1-1","Ruth Peralta Jimenez (Telf: 6651052)","","","-","","","Tarija","D.S. 4174 (COVID-19)"
