cuce,entidad,tipo_contratacion,modalidad,objeto,estado,subasta,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_proceso,persona_contacto,garantia,costo_pliego,arpc,reunion_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
21-1252-00-1152910-1-1,Gobierno Autonomo Municipal De Sapahaqui,Bienes,CM,Adquisicion De Llantas 17.5/25 Tubular,En curso,No,31/07/2021,28/07/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Autorizacion de Excepcion 4.Autorizacion de Excepcion 5.Autorizacion de Excepcion 6.Autorizacion de Excepcion,1.FORM 110 2.FORM 900 3.FORM 900,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1252-00-1152910-1-1,Luis Mijael Flores Reyes (Telf: 73090998),,,-,,,La Paz,NB-SABS (D.S.0181)
21-1331-00-1152897-1-1,Gobierno Autonomo Municipal De Totora,Servicios Generales,CM,Mano De Obra Mejoramiento Pasajes  Mercado Y Gradas Ingreso Mercado Central De Totora,Contratado,No,31/07/2021,28/07/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1331-00-1152897-1-1,Ariel Limachi Mora (Telf: 4341002-4136464-4341240),,,-,,,Cochabamba,NB-SABS (D.S.0181)
21-1803-00-1152670-1-1,Gobierno Autonomo Municipal De Riberalta,Bienes,CM,Adquisicion De Medicamentos E Insumos Para El Centro De Salud Conavi Para El Tercer Trimestre Gestión 2021,Contratado,No,31/07/2021,28/07/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1803-00-1152670-1-1,Cleyton Sossa Dury (Telf: 8522417),,,-,,,Beni,NB-SABS (D.S.0181)
21-1803-00-1152807-1-1,Gobierno Autonomo Municipal De Riberalta,Bienes,CM,Adquisicion De Medicamentos E Insumos Medicos Para El Centro De Salud Taruma Para El Tercer Cuatrimestre Gestion 2021,Contratado,No,31/07/2021,28/07/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1803-00-1152807-1-1,Cleyton Sossa Dury (Telf: 8522417),,,-,,,Beni,NB-SABS (D.S.0181)
21-0902-43-1152794-1-1,Hospital Del Norte,Bienes,CM,Adquisicion De Frazadas Hospitalarias,Contratado,No,31/07/2021,28/07/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0902-43-1152794-1-1,Victor Hugo Aguirre Vargas (Telf: 2864070),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0047-15-1152066-1-1,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Bienes,CM,Adquisición De Termocuplas Para Inocuidad Alimentaria Cbba.,Contratado,No,31/07/2021,28/07/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Declaración Jurada del Proveedor 4.Contrato/Orden de Compra/Orden de Servicio 5.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0047-15-1152066-1-1,Damaris Noelia Brañez Pereira (Telf: 3-46281085),,,-,,,Beni,NB-SABS (D.S.0181)
21-1202-00-1152568-1-1,Gobierno Autonomo Municipal De Palca,Bienes,CM,1ra Adquisicion De Medicamentos E Insumos Para Centro De Salud Choquecota,Contratado,No,30/07/2021,27/07/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1202-00-1152568-1-1,Roger Aruquipa Bautista (Telf: 73028516),,,-,,,La Paz,NB-SABS (D.S.0181)
21-1435-00-1152648-1-1,Gobierno Autonomo Municipal De Soracachi,Bienes,CM,"Servicio De Salud Universal Y Gratuita - Sus 'Adquisicion Segundo Semestre, Primera Compra De Complemento Nutricional Para La Aldulta Y El Adulto Mayor Carmelo Con Quinua Para Los Centros Y Puestos De Salud Del Municipio De Soracachi'",Contratado,No,30/07/2021,27/07/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1435-00-1152648-1-1,Norka Jhanett Escobar Huarachi (Telf: 63661101),,,-,,,Oruro,NB-SABS (D.S.0181)
21-1257-00-1152602-1-1,Gobierno Autonomo Municipal De Irupana (Villa De Lanza),Bienes,CM,"Adquisicion De Medicamentos E Insumos, Para El Centro De Salud Totoral Correspondiente Al 1er Trimestre 2021 Del G. A. M. Irupana",Contratado,No,30/07/2021,27/07/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1257-00-1152602-1-1,Janeth Sanca Tinta (Telf: 010-22136128),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0047-00-1151225-1-2,Ministerio De Desarrollo Rural Y Tierras,Servicios Generales,CM,Servicio De Provision De Pasajes Aereos En Rutas Nacionales Para El Ministerio De Desarrollo Rural Y Tierras,Contratado,No,30/07/2021,27/07/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0047-00-1151225-1-2,Armando Calderon Martinez (Telf: 2111103),,,-,,,La Paz,NB-SABS (D.S.0181)
21-1302-00-1152606-1-1,Gobierno Autonomo Municipal De Quillacollo,Bienes,CM,Compra De Material De Plomeria Para Mantenimiento De Las Unidades Educativas Del Municipio De Quillacollo (2° Adquisicion),Contratado,No,30/07/2021,27/07/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1302-00-1152606-1-1,Luis Amilcar Lazarte Orellana (Telf: 4260095),,,-,,,Cochabamba,NB-SABS (D.S.0181)
21-1227-00-1152625-1-1,Gobierno Autonomo Municipal De Guanay,Bienes,CM,Adquisicion Instrumental Quirofano Para Centro De Salud Integral Guanay,Contratado,No,30/07/2021,27/07/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1227-00-1152625-1-1,Edgar Felipe Murga Mendoza (Telf: 2136282),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0046-17-1152640-1-1,Caja De Salud Cordes Tarija,Bienes,CM,14° Provision De Productos Farmaceuticos Csc Gestion 2021,Contratado,No,30/07/2021,27/07/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0046-17-1152640-1-1,Roberto Carlos Segovia Garcia (Telf: 6644051),,,-,,,Tarija,NB-SABS (D.S.0181)
21-1706-00-1152563-1-1,Gobierno Autonomo Municipal De Warnes,Bienes,CM,Compra De Productos Alimenticios Para El Hospital Municipal Nuestra Señora Del Rosario Del Municipio De Warnes En Cumplimiento A La Ley 1152 Sus.,Contratado,No,30/07/2021,27/07/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1706-00-1152563-1-1,Felix Rolando Cabrera Padilla (Telf: 923-2055),,,-,,,Santa Cruz,NB-SABS (D.S.0181)
