"cuce","entidad","tipo_contratacion","modalidad","objeto","estado","subasta","fecha_presentacion","fecha_publicacion","archivos","formularios","ficha_proceso","persona_contacto","garantia","costo_pliego","arpc","reunion_aclaracion","fecha_adjudicacion_desierta","departamento","normativa"
"20-0683-00-1066103-1-1","Procuraduria General Del Estado ","Servicios Generales","OF","Contratacion De Un Consorcio Juridico Extranjero Para La Representacion Asesoramiento Y Copatrocinio Durante El Procedimiento Arbitral Hasta La Conclusion Del Caso: Zurich Insurance Company Ltd Y Zurich South America Invest Ab C./Estado Plurinacional De Bolivia","Contratado","No","30/09/2020","25/09/2020","1.Convocatoria 2.Documento Base de Contratacion 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Res. de Adjudicacion (nota) 6.Contrato/Orden de Compra/Orden de Servicio","1.FORM 100 2.FORM 170 3.FORM 200","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0683-00-1066103-1-1","German Reynaldo Segales Villca (Telf: 2118454 - 2118455)","","","-","","02/10/20","La Paz","Otra Normativa especifica"
"20-0047-18-1066071-1-1","Institucion Publica Desconcentrada Soberania Alimentaria","Consultoria","ANPE","Consultores Individuales De Linea - Cinco (5) Técnico Ii ? Para El Proyecto Fortalecimiento Con Asistencia Técnica Y Desarrollo De Mercados De Frutos Amazónicos A Nivel Nacional Para El Departamento De Pando","Anulado desde la convocatoria","No","29/09/2020","25/09/2020","1.Convocatoria 2.Documento Base de Contratacion 3.Resolucion/Documento de Anulacion","1.FORM 100 2.FORM 100-E","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0047-18-1066071-1-1","Susana Hortencia Vargas Guzman (Telf: 2914704 - 2914631 - 32 - 33)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-1125-00-1061291-2-1","Gobierno Autonomo Municipal De Las Carreras","Bienes","ANPE","Aquisiscion De Alimentos Para La Canasta Familiar Solidaria","Anulado desde la convocatoria","No","30/09/2020","25/09/2020","1.Documento Base de Contratacion 2.Especificaciones Tecnicas 3.Convocatoria 4.Resolucion/Documento de Anulacion","1.FORM 100 2.FORM 100-E","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1125-00-1061291-2-1","Edwin Jhonny Paracta Alarcon (Telf: 4-6937650)","","","-","","","Chuquisaca","NB-SABS (D.S.0181)"
"20-0417-09-1065716-1-1","Caja Nacional De Salud - Regional La Paz","Bienes","ANPE","3 Items. Productos Quimicos Y Farmaceuticos (Cateteres)","Desierto","No","30/09/2020","24/09/2020","1.Convocatoria 2.Documento Base de Contratacion 3.Res. de Desierta (nota) 4.Informe de la Comision/Responsable de Evaluacion","1.FORM 100 2.FORM 170","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0417-09-1065716-1-1","Brayan Luis Cabrera Vera (Telf: 2-901777)","","","-","","05/10/20","La Paz","NB-SABS (D.S.0181)"
"20-0345-00-1054489-2-1","Mutual De Servicios Al Policía","Consultoria","ANPE","Contratacion De Consultoria Por Producto Para La Elaboración Del Estudio Matemático Actuarial 2021 - 2025.","Anulado desde la convocatoria","No","30/09/2020","24/09/2020","1.Convocatoria 2.Documento Base de Contratacion 3.Resolucion/Documento de Anulacion","1.FORM 100 2.FORM 100-E","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0345-00-1054489-2-1","Ariel Sainz Mendieta (Telf: 2442090)","","","-","","02/10/20","La Paz","NB-SABS (D.S.0181)"
"20-0035-01-1064015-1-2","Servicio De Impuestos Nacionales","Bienes","ANPE","Adquisición De Toners Para La Gerencia Distrital La Paz I Pno2","Contratado","No","30/09/2020","24/09/2020","1.Documento Base de Contratacion 2.Especificaciones Tecnicas 3.Convocatoria 4.Acta de Apertura 5.Res. de Adjudicacion (nota) 6.Informe de la Comision/Responsable de Evaluacion 7.Res. de Adjudicacion (nota) 8.Contrato/Orden de Compra/Orden de Servicio 9.Ver mas...","1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0035-01-1064015-1-2","Juan Marcelo Loayza Coila (Telf: 2606060 - 2606700)","","","-","","02/10/20","La Paz","NB-SABS (D.S.0181)"
"20-1311-00-1062861-2-1","Gobierno Autonomo Municipal De Morochata","Obras","ANPE","Const. Muro Perimetral Puesto De Salud Pucarani","Contratado","No","30/09/2020","24/09/2020","1.Especificaciones Tecnicas 2.Documento Base de Contratacion 3.Planos 4.Convocatoria 5.Res. de Adjudicacion (nota) 6.Informe de la Comision/Responsable de Evaluacion 7.Contrato/Orden de Compra/Orden de Servicio 8.Acta o informe de recepcion definitiva","1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1311-00-1062861-2-1","Hugo Esteban Navia Villca (Telf: 4364786 - 44136523)","","","-","","02/10/20","Cochabamba","NB-SABS (D.S.0181)"
"20-1527-00-1065705-1-1","Gobierno Autonomo Municipal De Caripuyo","Consultoria","ANPE","Mejoramiento De La Produccion Agricola En El Mun. Caripuyo (Supervision)","Anulado desde la convocatoria","No","30/09/2020","24/09/2020","1.Documento Base de Contratacion 2.Convocatoria 3.Resolucion/Documento de Anulacion","1.FORM 100 2.FORM 100-E","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1527-00-1065705-1-1","Panfilo Combata Flores (Telf: 74246893)","","","-","","","Potosi","NB-SABS (D.S.0181)"
"20-0046-26-1065498-1-1","Instituto Nacional De Laboratorios De Salud Inlasa","Bienes","ANPE","Adquisicion De Alimento Balanceado Para Roedores Para El Laboratorio De Produccion De Vacuna Antirrabica De Uso Humano Crl Del Inlasa","Desierto","No","30/09/2020","24/09/2020","1.Documento Base de Contratacion 2.Convocatoria 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Desierta (nota)","1.FORM 100 2.FORM 170","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0046-26-1065498-1-1","Alfredo Victor  Paye  Ichuta (Telf: 2226048)","","","-","","20/10/20","La Paz","NB-SABS (D.S.0181)"
"20-1501-00-1065704-1-1","Gobierno Autonomo Municipal De Potosi","Obras","ANPE","Ref. De Infraestructura Estacion Policial Integral Epi D-9 - Seguridad Ciudadana Md.","Contratado","No","30/09/2020","24/09/2020","1.Documento Base de Contratacion 2.Convocatoria 3.Especificaciones Tecnicas 4.Acta de Apertura 5.Res. de Adjudicacion (nota) 6.Informe de la Comision/Responsable de Evaluacion 7.Contrato/Orden de Compra/Orden de Servicio 8.Sustento Técnico 9.Ver mas...","1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 250 5.FORM 250 6.FORM 250 7.FORM 250 8.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1501-00-1065704-1-1","Erick Roger Peredo Cabrero (Telf: 6223140)","","","-","","13/10/20","Potosi","NB-SABS (D.S.0181)"
