"cuce","entidad","tipo_contratacion","modalidad","objeto","estado","subasta","fecha_presentacion","fecha_publicacion","archivos","formularios","ficha_proceso","persona_contacto","garantia","costo_pliego","arpc","reunion_aclaracion","fecha_adjudicacion_desierta","departamento","normativa"
"21-0035-01-1171974-1-1","Servicio De Impuestos Nacionales","Servicios Generales","CM","Instalacion De Cubiculo  Area De Seguridad Oficina Central - Servicio De Impuestos Nacionales","Contratado","No","29/10/2021","26/10/2021","1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0035-01-1171974-1-1","Laura Rosario Gomez Miranda (Telf: 2606060 - 2606700)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-1221-00-1171975-1-1","Gobierno Autonomo Municipal De Colquiri","Obras","CM","Mej. Sistema De Microriego Comunidad Queata (Coriri)","Contratado","No","29/10/2021","26/10/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1221-00-1171975-1-1","Omar Fernando Roman Fernandez (Telf: 67197727 - 68009832)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-1215-00-1171966-1-1","Gobierno Autonomo Municipal De Patacamaya","Bienes","CM","Const. De Aulas Unidad Educativa Chiarumani: (Obra Fina - Adquisición De Materiales)","En curso","No","29/10/2021","26/10/2021","1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado","1.FORM 110","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1215-00-1171966-1-1","Israel Ortiz Saravia (Telf: 73560288)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-0081-00-1171620-1-1","Ministerio De Obras Publicas , Servicios Y Vivienda","Bienes","CM","Adquisición De Toners Y Material De Escritorio Para El Mopsv","Contratado","No","29/10/2021","26/10/2021","1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0081-00-1171620-1-1","Zulema Maria Liceras Flores (Telf: 2156600)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-1201-00-1171912-1-1","Gobierno Autonomo Municipal De La Paz","Bienes","CM","Adquisicion De Material De Limpieza (S.U.S.) Para El Hospital Municipal Cotahuma Gestion 2021","Contratado","No","29/10/2021","26/10/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1201-00-1171912-1-1","Melissa Soledad Flores Bustamante (Telf: 2650000)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-1227-00-1171954-1-1","Gobierno Autonomo Municipal De Guanay","Bienes","CM","Adquisicion De Minerales Tierra Negra, Tierra Vegetal Y Lama Del Proyecto Implem. Sist. Agroforestales Como Estrategia De Mitigacion Al Cambio Climatico En Las Microcuencas Challana, Yolosani De Municipio De Guanay","Anulado desde la convocatoria","No","29/10/2021","26/10/2021","1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Resolucion de Anulación","1.FORM 110 2.FORM 220","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1227-00-1171954-1-1","Edgar Felipe Murga Mendoza (Telf: 2136282)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-1755-00-1171921-1-1","Gobierno Autonomo Municipal De Cuatro Canadas","Bienes","CM","Compra De Equipos De Sonido Para Las Unidades Educativas Del Gam Cuatro Cañadas","Desierto","No","29/10/2021","26/10/2021","1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Carta de desistimiento/Carta notariada 4.Resolucion/Documento de Declaratoria Desierta","1.FORM 110 2.FORM 180 3.FORM 220","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1755-00-1171921-1-1","Mario Limachi Caceres (Telf: 9656315)","","","-","","","Santa Cruz","NB-SABS (D.S.0181)"
"21-1201-00-1171923-1-1","Gobierno Autonomo Municipal De La Paz","Bienes","CM","Adquisicion De Anestesicos Para Pacientes Covid-19 Del Hospital Municipal Cotahuma Gestion 2021","Contratado","No","29/10/2021","26/10/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1201-00-1171923-1-1","Melissa Soledad Flores Bustamante (Telf: 2650000)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-1507-00-1171507-1-1","Gobierno Autonomo Municipal De Llallagua","Bienes","CM","'Apoyo A La Mineria' (Adquisicion De Callapos D=5 Pul X L= 2.50 M.)","Anulado desde la convocatoria","No","29/10/2021","26/10/2021","1.Oferta del Proveedor Identificado 2.Oferta del Proveedor Identificado 3.Declaración Jurada del Proveedor 4.Resolucion de Anulación","1.FORM 110 2.FORM 220","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1507-00-1171507-1-1","Evelin Micihel Fuentes Ramos (Telf: 5822817)","","","-","","","Potosi","NB-SABS (D.S.0181)"
"21-1201-00-1171916-1-1","Gobierno Autonomo Municipal De La Paz","Bienes","CM","Adquisicion De Oxigeno Para Pacientes Internados S.U.S. Del Hospital Municipal Cotahuma Gestion 2021","Contratado","No","29/10/2021","26/10/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1201-00-1171916-1-1","Melissa Soledad Flores Bustamante (Telf: 2650000)","","","-","","","La Paz","NB-SABS (D.S.0181)"
