"cuce","entidad","tipo_contratacion","modalidad","objeto","estado","subasta","fecha_presentacion","fecha_publicacion","archivos","formularios","ficha_proceso","persona_contacto","garantia","costo_pliego","arpc","reunion_aclaracion","fecha_adjudicacion_desierta","departamento","normativa"
"20-0907-00-1089152-1-1","Gobierno Autónomo Departamental De Santa Cruz","Bienes","CM","Productos Agrícolas, Pecuarios Y Forestales (Compra De Plantines De Cacao Nativo O Silvestre, Injertados Y Otros) -Implem. Y Mejoram Cultivo Cacao Pueblo Yuracaré - Mojeño Scz- Dfagci- Sdpi.","Desierto","No","30/11/2020","26/11/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Resolucion/Documento de Declaratoria Desierta","1.FORM 110 2.FORM 220","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0907-00-1089152-1-1","Ivana Andrea Rodriguez Chavarria (Telf: 3636300/3-3332760 /3636256)","","","-","","","Santa Cruz","NB-SABS (D.S.0181)"
"20-0906-29-1088507-1-1","Sub Gobernacion Cercado","Bienes","CM","Adquisicion De Maquinaria Y Equipo De Produccion Para Las Capacitaciones En La Elaboracion De Productos De Cuero En El Centro De Mejoramiento Productivo Artesanal Del Proyecto Implementacion De Sistemas De Produccion Y Comercializacion Artesanal Provincia Cercado","Contratado","No","30/11/2020","26/11/2020","1.Aceptación de publicación de oferta 2.Oferta del Proveedor Preseleccionado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0906-29-1088507-1-1","Roberto Antonio Terrazas Aguirre (Telf: 66-67456)","","","-","","","Tarija","NB-SABS (D.S.0181)"
"20-0907-00-1089148-1-1","Gobierno Autónomo Departamental De Santa Cruz","Bienes","CM","Adquisición De Aves Doble Propósito - Proy. Desar. Agropecuario C/Enfoque De Seg. Alimentaria Pueblo Ayoreo.","Contratado","No","30/11/2020","26/11/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0907-00-1089148-1-1","Ivana Andrea Rodriguez Chavarria (Telf: 3636300/3-3332760 /3636256)","","","-","","","Santa Cruz","NB-SABS (D.S.0181)"
"20-3401-00-1088895-1-1","Gobierno Autonomo Indigena Originario Campesino De La Nacion Uru Chipaya","Bienes","CM","Adquisicion De Alambre De Puas Galvanizado Y Grapas - Ayllu Manasaya","No Informado","No","30/11/2020","26/11/2020","1.Aceptación de publicación de oferta 2.Oferta del Proveedor Preseleccionado 3.Autorizacion de Excepcion 4.Otra documentacion de respaldo de excepcion","1.FORM 110 2.FORM 900","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-3401-00-1088895-1-1","Abel Simon Zequeiros Rios (Telf: )","","","-","","","Oruro","NB-SABS (D.S.0181)"
"20-1279-00-1089134-1-1","Gobierno Autonomo Municipal De Jesus De Machaca","Bienes","CM","Prevencion Control Y Atencion Del Coronavirus  (Adquisicion De Insumos De Bioseguridad E Higiene Para La Prevencion, Control Y Atencion De Coronavirus Covid 19, En El Municipio De Jesus De Machaca)","Contratado","No","30/11/2020","26/11/2020","1.Aceptación de publicación de oferta 2.Oferta del Proveedor Preseleccionado 3.Contrato/Orden de Compra/Orden de Servicio 4.Informe de Justificación 5.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1279-00-1089134-1-1","Freddy Apaza Cruz (Telf: 73583432)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-3401-00-1088813-1-1","Gobierno Autonomo Indigena Originario Campesino De La Nacion Uru Chipaya","Bienes","CM","Adquisicion De Carretillas Minero - Ayllu Aranzaya","No Informado","No","30/11/2020","26/11/2020","1.Aceptación de publicación de oferta 2.Oferta del Proveedor Preseleccionado 3.Autorizacion de Excepcion 4.Otra documentacion de respaldo de excepcion","1.FORM 110 2.FORM 900","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-3401-00-1088813-1-1","Abel Simon Zequeiros Rios (Telf: )","","","-","","","Oruro","NB-SABS (D.S.0181)"
"20-1201-00-1089130-1-1","Gobierno Autonomo Municipal De La Paz","Bienes","CM","Adquisicion De Medicamentos Para Pacientes Covid19 Con Enfermedades De Base Hospital Municipal La Portada Gestion 2020","Contratado","No","30/11/2020","26/11/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1201-00-1089130-1-1","Victor Hugo Humerez Collque (Telf: 2203034)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-0903-00-1088526-1-1","Gobierno Autónomo Departamental De Cochabamba","Bienes","CM","Adquisicion De Repuestos Para Equipo De Rayos X, Shimatzu (Radspeed M) Para El Servicio De Imagenologia Del Hospital Clinico Viedma","Contratado","No","30/11/2020","26/11/2020","1.Aceptación de publicación de oferta 2.Oferta del Proveedor Preseleccionado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-0903-00-1088526-1-1","Ronal Colque Coca (Telf: 4519121-4255253)","","","-","","","Cochabamba","NB-SABS (D.S.0181)"
"20-1265-00-1089123-1-1","Gobierno Autonomo Municipal De Coroico","Bienes","CM","Const. Centro Cultural Femenino Comunidad San Juan De La Miel (Adquisicion De Materiales De Construccion)","No Informado","No","30/11/2020","26/11/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta","1.FORM 110","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1265-00-1089123-1-1","David Guzman Vargas (Telf: 22136228)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"20-1201-00-1089120-1-1","Gobierno Autonomo Municipal De La Paz","Bienes","CM","Adquisicion De Medicamentos Para El Area De Emergencias Hospital Municipal La Portada Gestion 2020","Contratado","No","30/11/2020","26/11/2020","1.Oferta del Proveedor Preseleccionado 2.Aceptación de publicación de oferta 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=20-1201-00-1089120-1-1","Victor Hugo Humerez Collque (Telf: 2203034)","","","-","","","La Paz","NB-SABS (D.S.0181)"
