cuce,entidad,tipo_contratacion,modalidad,objeto,estado,subasta,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_proceso,persona_contacto,garantia,costo_pliego,arpc,reunion_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
21-1417-00-1115183-1-1,Gobierno Autonomo Municipal De Turco,Servicios Generales,CM,Traslado Y Colocado De Losetas Doble 'S' C/Cama (Mano De Obra) Para: Construccion Adoquinado Av. Martin Quispe Y Calle Oruro - Turco,Contratado,No,28/02/2021,25/02/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1417-00-1115183-1-1,Rene Tapia Benavides (Telf: 025135523),,,-,,,Oruro,NB-SABS (D.S.0181)
21-0418-11-1115264-1-1,Caja Petrolera De Salud-Administracion Regional Sucre,Servicios Generales,CM,Contratacion De Servicios De Atención Medica Especializada En Neurología I Para La Caja Petrolera De Salud Regional Sucre Gestión 2021,Contratado,No,27/02/2021,24/02/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0418-11-1115264-1-1,Victor Hugo Duran Flores (Telf: 6454851),,,-,,,Chuquisaca,NB-SABS (D.S.0181)
21-0418-11-1115262-1-1,Caja Petrolera De Salud-Administracion Regional Sucre,Servicios Generales,CM,Contratacion De Servicios De Atenciòn Medica Especializada En Neurologia I,Contratado,No,27/02/2021,24/02/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0418-11-1115262-1-1,Victor Hugo Duran Flores (Telf: 6454851),,,-,,,Chuquisaca,NB-SABS (D.S.0181)
21-1529-00-1115218-1-1,"Gobierno Autonomo Municipal De Caiza D""""",Bienes,CM,Servicios De Salud Universal Y Gratuita - Sus (Adquisición De Medicamentos),Contratado,No,27/02/2021,24/02/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Declaración Jurada del Proveedor 4.Declaración Jurada del Proveedor 5.Oferta del Proveedor Identificado 6.Oferta del Proveedor Identificado 7.Contrato/Orden de Compra/Orden de Servicio 8.Resolucion/Documento de Declaratoria Desierta 9.Ver mas...,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1529-00-1115218-1-1,Miguel Angel Zelaya Soliz (Telf: 26136357),,,-,,,Potosi,NB-SABS (D.S.0181)
21-1228-00-1115209-1-1,Gobierno Autonomo Municipal De Tacacoma,Servicios Generales,CM,Ampliacion De La Red Electrica Monofasica Para La Poblacion Tacacoma-Tramo Radio Municipal,Contratado,No,27/02/2021,24/02/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1228-00-1115209-1-1,Diego Adalid Acarapi Mejillones (Telf: 67070630),,,-,,,La Paz,NB-SABS (D.S.0181)
21-1228-00-1115206-1-1,Gobierno Autonomo Municipal De Tacacoma,Servicios Generales,CM,Ampliacion De La Red Electrica Monofasica Para La Poblacion Tacacoma-Tramo Coliseo Municipal,Contratado,No,27/02/2021,24/02/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1228-00-1115206-1-1,Diego Adalid Acarapi Mejillones (Telf: 67070630),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0411-00-1114957-1-1,Corporacion Del Seguro Social Militar - Cossmil,Servicios Generales,CM,Mantenimiento De Equipos Del Servicio De Laboratorio - Macro Regional 'Cossmil' Cochabamba,Contratado,No,27/02/2021,24/02/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0411-00-1114957-1-1,Justo Oscar Dominguez Cruz (Telf: 2900071),,,-,,,La Paz,NB-SABS (D.S.0181)
21-0046-17-1114757-1-1,Caja De Salud Cordes Tarija,Bienes,CM,Adquisicicion De Un Electrocardiografo,En curso,No,26/02/2021,23/02/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado,1.FORM 110,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0046-17-1114757-1-1,Roberto Carlos Segovia Garcia (Telf: 6644051),,,-,,,Tarija,NB-SABS (D.S.0181)
21-1521-00-1114793-1-1,"Gobierno Autonomo Municipal De ColchaK"" (Villa Martin)""",Bienes,CM,Adquisición De Alimentos Frescos (Internados Municipales Yachay Wasi),Desierto,No,26/02/2021,23/02/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Resolucion/Documento de Declaratoria Desierta,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1521-00-1114793-1-1,Saul Rolando Rojas Hinochea (Telf: No existe),,,-,,,Potosi,NB-SABS (D.S.0181)
21-0046-17-1114766-1-1,Caja De Salud Cordes Tarija,Bienes,CM,1° Provision De Productos Farmaceuticos Gestion 2021,Contratado,No,26/02/2021,23/02/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0046-17-1114766-1-1,Roberto Carlos Segovia Garcia (Telf: 6644051),,,-,,,Tarija,NB-SABS (D.S.0181)
