cuce,entidad,tipo_contratacion,modalidad,objeto,estado,subasta,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_proceso,persona_contacto,garantia,costo_pliego,arpc,reunion_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
22-0046-17-1194563-1-1,Caja De Salud Cordes Tarija,Bienes,CM,1° Provision De Productos Farmaceuticos Gestion 2022,Contratado,No,31/01/2022,27/01/2022,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-0046-17-1194563-1-1,Roberto Carlos Segovia Garcia (Telf: 6644051),,,-,,,Tarija,NB-SABS (D.S.0181)
22-1339-00-1193832-2-1,Gobierno Autonomo Municipal De Tacopaya,Bienes,ANPE,Desayuno Escolar ?Primera Convocatoria? Municipio De Tacopaya Gestión 2022,Desierto,No,31/01/2022,27/01/2022,1.Documento Base de Contratacion 2.Convocatoria 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Desierta (nota),1.FORM 100 2.FORM 170,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-1339-00-1193832-2-1,Jose Angel Olmos Rojas (Telf: 4410261),,,-,,02/02/22,Cochabamba,NB-SABS (D.S.0181)
22-1339-00-1194559-1-1,Gobierno Autonomo Municipal De Tacopaya,Consultoria,ANPE,Mejoramiento Y Mantenimiento De Caminos Vecinales (Consultor De Línea En Chofer Volqueta Iveco Y Operador De Moto Nivelador),Contratado,No,31/01/2022,27/01/2022,1.Documento Base de Contratacion 2.Convocatoria 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Contrato/Orden de Compra/Orden de Servicio,1.FORM 100 2.FORM 170 3.FORM 200,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-1339-00-1194559-1-1,Jose Angel Olmos Rojas (Telf: 4410261),,,-,,02/02/22,Cochabamba,NB-SABS (D.S.0181)
22-1755-00-1194488-1-1,Gobierno Autonomo Municipal De Cuatro Canadas,Bienes,CM,Compra De Materiales De Bioseguridad Para Las Unidades Educativas,Contratado,No,31/01/2022,27/01/2022,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-1755-00-1194488-1-1,Mario Limachi Caceres (Telf: 9656315),,,-,,,Santa Cruz,NB-SABS (D.S.0181)
22-0025-08-1194517-1-1,Gaceta Oficial De Bolivia,Servicios Generales,CM,Servicio De Limpieza Para Las Oficinas E Imprenta De La Gaceta Oficial De Bolivia,Cancelado,No,31/01/2022,27/01/2022,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Resolucion de Cancelación,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-0025-08-1194517-1-1,Karina Torrez Nina (Telf: 2147936),,,-,,,La Paz,NB-SABS (D.S.0181)
22-1712-00-1194523-1-1,Gobierno Autonomo Municipal De Yapacani,Bienes,CM,Compra De Alcohol Para Las Unidades Educativas Del Municipio De Yapacani,Contratado,No,31/01/2022,27/01/2022,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-1712-00-1194523-1-1,Lilian Flores Esposo (Telf: 933-6167),,,-,,,Santa Cruz,NB-SABS (D.S.0181)
22-1712-00-1194509-1-1,Gobierno Autonomo Municipal De Yapacani,Bienes,CM,Adquisición De Productos Ración Seca Y Solida Para La Alimentación Complementaria Del Desayuno Escolar Para Las Unidades Educativas Del Municipio De Yapacani 01-03-04 De Febrero Del 2022.,En curso,No,31/01/2022,27/01/2022,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado,1.FORM 110,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-1712-00-1194509-1-1,Deisy Bustamante Villarroel (Telf: 933-6167),,,-,,,Santa Cruz,NB-SABS (D.S.0181)
22-1712-00-1194496-1-1,Gobierno Autonomo Municipal De Yapacani,Bienes,CM,Compra De Fotocopiadora Para La Unidad De Finanzas Del G.A.M.Y.,Anulado desde la convocatoria,No,31/01/2022,27/01/2022,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Resolucion de Anulación,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-1712-00-1194496-1-1,Deisy Bustamante Villarroel (Telf: 933-6167),,,-,,,Santa Cruz,NB-SABS (D.S.0181)
22-1712-00-1194487-1-1,Gobierno Autonomo Municipal De Yapacani,Bienes,CM,Compra De Racion Liquida Para La Alimentacion Complementaria Del Desayuno Escolar Para Las Unidades Educativas Del Municipio De Yapacani Los Dias 2-7-9 De Febrero Del 2022,En curso,No,31/01/2022,27/01/2022,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor,1.FORM 110,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-1712-00-1194487-1-1,Lilian Flores Esposo (Telf: 933-6167),,,-,,,Santa Cruz,NB-SABS (D.S.0181)
22-1703-00-1194451-1-1,Gobierno Autonomo Municipal De Ayacucho (Porongo),Servicios Generales,CM,Servicio De Transporte Escolar 2022 Ida Y Vuelta De Las Comunidades Lomas Del Urubo - Los Batos,Contratado,No,31/01/2022,27/01/2022,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-1703-00-1194451-1-1,Laura Patricia Quiroga  (Telf: 3888227),,,-,,,Santa Cruz,NB-SABS (D.S.0181)
22-1703-00-1194424-1-1,Gobierno Autonomo Municipal De Ayacucho (Porongo),Servicios Generales,CM,"Servicio De Transporte Escolar 2022 Ida Y Vuelta De Las Comunidades Espejillos Tacuarembo , Agua Dulce A Sombrerito",Contratado,No,31/01/2022,27/01/2022,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-1703-00-1194424-1-1,Laura Patricia Quiroga  (Telf: 3888227),,,-,,,Santa Cruz,NB-SABS (D.S.0181)
22-1303-00-1194200-1-1,Gobierno Autonomo Municipal De Sipe Sipe,Bienes,CM,Compra De Computadoras Portatiles E Impresoras Para La Direccion  De Urbanismo Y Catastro Del Gobierno Autonomo Municipal De Sipe Sipe,Contratado,No,31/01/2022,27/01/2022,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-1303-00-1194200-1-1,Lucy Noelia Guzman Herbas (Telf: 4381932),,,-,,,Cochabamba,NB-SABS (D.S.0181)
22-0906-03-1194320-1-1,Servicio Departamental De Salud Tarija - Sedes,Bienes,CM,Primera Adquisicion De Material De Limpieza (1-Enero) Para El Hospital Regional San Juan De Dios,Contratado,No,31/01/2022,27/01/2022,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-0906-03-1194320-1-1,Maria Eugenia  Yuca (Telf: 4-6643257),,,-,,,Tarija,NB-SABS (D.S.0181)
22-0313-00-1194262-1-1,Autoridad De Fiscalización Y Control De Pensiones Y Seguros - Aps,Servicios Generales,CM,Médico Calificador De Revisión Para La Evaluación Y Calificación De Riesgo Comun Y Riesgo Profesional - 3,Contratado,No,31/01/2022,27/01/2022,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-0313-00-1194262-1-1,Ruth Roxana Laura Quenta (Telf: 2331212),,,-,,,La Paz,NB-SABS (D.S.0181)
22-0313-00-1194328-1-1,Autoridad De Fiscalización Y Control De Pensiones Y Seguros - Aps,Servicios Generales,CM,Medico Calificador De Revision Para La Evaluacion Y Calificacion De Riesgo Común Y Riesgo Profesional - 6,Contratado,No,31/01/2022,27/01/2022,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=22-0313-00-1194328-1-1,Ruth Roxana Laura Quenta (Telf: 2331212),,,-,,,La Paz,NB-SABS (D.S.0181)
