cuce,entidad,tipo_contratacion,modalidad,objeto,estado,subasta,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_proceso,persona_contacto,garantia,costo_pliego,arpc,reunion_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
21-1415-00-1117344-1-1,Gobierno Autonomo Municipal De Choque Cota,Bienes,CM,"Compra De Medicamentos E Insumos Para El S.U.S. Ley 1152 Primer Trimestre, Para El Centro De Salud Del Municipio De Choquecota.",Contratado,No,07/03/2021,04/03/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Resolucion de Anulación,1.FORM 110 2.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1415-00-1117344-1-1,Carlos Lopez Tala (Telf: 25136030),,,-,,,Oruro,NB-SABS (D.S.0181)
21-1419-00-1117392-1-1,Gobierno Autonomo Municipal De Escara,Bienes,CM,Congelador Portatil Para Transporte De Vacunas,En curso,No,07/03/2021,04/03/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado,1.FORM 110,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1419-00-1117392-1-1,Miriam Calle  Huarachi (Telf: 5210061-73845396),,,-,,,Oruro,NB-SABS (D.S.0181)
21-1415-00-1115405-1-1,Gobierno Autonomo Municipal De Choque Cota,Bienes,CM,Adquisición De Complemento Nutricional Carmelo Para El Adulto Mayor Municipio De Choquecota,Desierto,No,07/03/2021,04/03/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Carta de desistimiento/Carta notariada 4.Resolucion/Documento de Declaratoria Desierta,1.FORM 110 2.FORM 180 3.FORM 220,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1415-00-1115405-1-1,Carlos Lopez Tala (Telf: 25136030),,,-,,,Oruro,NB-SABS (D.S.0181)
21-1808-00-1117279-1-1,Gobierno Autonomo Municipal De San Borja,Bienes,CM,Compra De Equipo De Sonido Para El Salon Auditorio Municipio De San Borja,En curso,No,06/03/2021,03/03/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor,1.FORM 110,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1808-00-1117279-1-1,Chhasman Aguirre Balderrama (Telf: (3) 38953328 - 38953324),,,-,,,Beni,NB-SABS (D.S.0181)
21-1808-00-1117276-1-1,Gobierno Autonomo Municipal De San Borja,Obras,CM,Perforacion De Pozo Semisurgente Para La Comunidad San Muguel Municipio De San Borja,En curso,No,06/03/2021,03/03/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado,1.FORM 110,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1808-00-1117276-1-1,Chhasman Aguirre Balderrama (Telf: (3) 38953328 - 38953324),,,-,,,Beni,NB-SABS (D.S.0181)
21-1808-00-1117274-1-1,Gobierno Autonomo Municipal De San Borja,Servicios Generales,CM,Servicio E Instalacion Para El Cableado De Sistema De Generacion Y Envasado De Oxigeno Para El Hospital Municipal De San Borja,En curso,No,06/03/2021,03/03/2021,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado,1.FORM 110,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1808-00-1117274-1-1,Chhasman Aguirre Balderrama (Telf: (3) 38953328 - 38953324),,,-,,,Beni,NB-SABS (D.S.0181)
21-1224-00-1117206-1-1,Gobierno Autonomo Municipal De Achacachi,Bienes,CM,Adquisicion De Medicamentos 2do Trimestre Para El Centro De Salud De  Pongonhuyo,Contratado,No,06/03/2021,03/03/2021,1.Oferta del Proveedor Identificado 2.Oferta del Proveedor Identificado 3.Declaración Jurada del Proveedor 4.Autorizacion de Excepcion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 900 3.FORM 220 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1224-00-1117206-1-1,Lourdes Monica Mamani Mamani (Telf: 2136503),,,-,,,La Paz,NB-SABS (D.S.0181)
21-1224-00-1117191-1-1,Gobierno Autonomo Municipal De Achacachi,Bienes,CM,Adquisicion De Medicamentos 2do Trimestre Para El Centro De Salud De  Ajllata Grande,En curso,No,06/03/2021,03/03/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Oferta del Proveedor Identificado 4.Autorizacion de Excepcion 5.Autorizacion de Excepcion,1.FORM 110 2.FORM 900 3.FORM 900,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1224-00-1117191-1-1,Lourdes Monica Mamani Mamani (Telf: 2136503),,,-,,,La Paz,NB-SABS (D.S.0181)
21-1224-00-1117180-1-1,Gobierno Autonomo Municipal De Achacachi,Bienes,CM,Adquisicion De Medicamentos 2do Trimestre Para El Centro De Salud De Ajllata Grande Fase 2,Contratado,No,06/03/2021,03/03/2021,1.Oferta del Proveedor Identificado 2.Oferta del Proveedor Identificado 3.Declaración Jurada del Proveedor 4.Autorizacion de Excepcion 5.Autorizacion de Excepcion 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 900 3.FORM 900 4.FORM 220 5.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1224-00-1117180-1-1,Lourdes Monica Mamani Mamani (Telf: 2136503),,,-,,,La Paz,NB-SABS (D.S.0181)
21-1224-00-1116972-1-1,Gobierno Autonomo Municipal De Achacachi,Bienes,CM,Adquisicion De Medicamentos 2do Trimestre Para El Centro De Salud De  Achacachi Fase 1,Contratado,No,06/03/2021,03/03/2021,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Oferta del Proveedor Identificado 4.Autorizacion de Excepcion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 900 3.FORM 220 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1224-00-1116972-1-1,Lourdes Monica Mamani Mamani (Telf: 2136503),,,-,,,La Paz,NB-SABS (D.S.0181)
