"cuce","entidad","tipo_contratacion","modalidad","objeto","estado","subasta","fecha_presentacion","fecha_publicacion","archivos","formularios","ficha_proceso","persona_contacto","garantia","costo_pliego","arpc","reunion_aclaracion","fecha_adjudicacion_desierta","departamento","normativa"
"21-0046-17-1158649-1-1","Caja De Salud Cordes Tarija","Bienes","CM","17ª Provision De Productos Farmaceuticos Csc Tarija Gestion 2021","Contratado","No","30/08/2021","26/08/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0046-17-1158649-1-1","Roberto Carlos Segovia Garcia (Telf: 6644051)","","","-","","","Tarija","NB-SABS (D.S.0181)"
"21-0517-00-1158292-1-1","Corporacion Minera De Bolivia - Comibol","Bienes","CM","Clq-21-Cm-116/2021 Adquisicion De Overoles Desechables - Gestion 2021","Contratado","No","31/08/2021","26/08/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0517-00-1158292-1-1","Marcela Andrea Zurita Orihuela (Telf: 2682100 - 2682107-2901106)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-0517-00-1146838-1-1","Corporacion Minera De Bolivia - Comibol","Bienes","CM","Clq-21-Cm-107/2021 Adquisición De Faroles Led Para Locomotora, Scooptram Y Volquete Dux De La Empresa Minera Colquiri","Contratado","No","31/08/2021","26/08/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Resolucion/Documento de Declaratoria Desierta 5.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0517-00-1146838-1-1","Marcela Andrea Zurita Orihuela (Telf: 2682100 - 2682107-2901106)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-0417-06-1158642-1-1","Caja Nacional De Salud (Regional Chuquisaca)","Bienes","CM","Adquisicion 80 Frasco Dicloxacilina Sodica 250 Mg./50 Ml., 10.000 Comp. Cefixima 400 Mg., 5.000 Comp. Levofloxacino 500 Mg. Comp. Y 10.000 Amp. Metamizol (Dipirona) 1 Gr.","Contratado","No","31/08/2021","26/08/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-06-1158642-1-1","Marvelia Canaviri Martinez (Telf: 6461501)","","","-","","","Chuquisaca","NB-SABS (D.S.0181)"
"21-1201-00-1157958-1-1","Gobierno Autonomo Municipal De La Paz","Bienes","CM","Adquisicion De Pintura Latex, Pintura Oleo Y Otros Distrito 7 - Gestion 2021","Contratado","No","31/08/2021","26/08/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1201-00-1157958-1-1","Rosio Violeta Suxo Montes (Telf: 2650000)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-0417-06-1158641-1-1","Caja Nacional De Salud (Regional Chuquisaca)","Bienes","CM","Adquisicion: 8.000 Comp. Ivermectina 6 Mg. Comprimido","Contratado","No","31/08/2021","26/08/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-06-1158641-1-1","Marvelia Canaviri Martinez (Telf: 6461501)","","","-","","","Chuquisaca","NB-SABS (D.S.0181)"
"21-1201-00-1158142-1-1","Gobierno Autonomo Municipal De La Paz","Bienes","CM","Adquisicion De Tubos De Fierro Galvanizado De 2 Pulgadas, 1 1/2 Pulgadas, Alambre De Amarre, Malla Olimpica Y Otros Zona Villa Victoria Distrito 8 - Gestion 2021","Contratado","No","31/08/2021","26/08/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1201-00-1158142-1-1","Rosio Violeta Suxo Montes (Telf: 2650000)","","","-","","","La Paz","NB-SABS (D.S.0181)"
"21-0417-06-1158640-1-1","Caja Nacional De Salud (Regional Chuquisaca)","Bienes","CM","Adquisicion De 5.000 Ampolla Omeprazol 40 Mg./Ml. + Diluyente Inyectable","Contratado","No","31/08/2021","26/08/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-06-1158640-1-1","Marvelia Canaviri Martinez (Telf: 6461501)","","","-","","","Chuquisaca","NB-SABS (D.S.0181)"
"21-0417-06-1158639-1-1","Caja Nacional De Salud (Regional Chuquisaca)","Bienes","CM","Adquisicion De 3.000 Amp. Noradrenalina 1 Mg./Ml. Inyectable","Contratado","No","31/08/2021","26/08/2021","1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-06-1158639-1-1","Marvelia Canaviri Martinez (Telf: 6461501)","","","-","","","Chuquisaca","NB-SABS (D.S.0181)"
"21-1201-00-1158311-1-1","Gobierno Autonomo Municipal De La Paz","Bienes","CM","Adquisicion De Tablas De Madera, Listones, Y Otros Varias Zonas Distrito 10 - Gestion 2021","Contratado","No","31/08/2021","26/08/2021","1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva","1.FORM 110 2.FORM 220 3.FORM 500","https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1201-00-1158311-1-1","Rosio Violeta Suxo Montes (Telf: 2650000)","","","-","","","La Paz","NB-SABS (D.S.0181)"
